Study Identifier,Intervention,Comments,Moderate pain relief: ≥30% relief Baseline %,Moderate pain relief: ≥30% relief Baseline N,Moderate pain relief: ≥30% relief of PED 24-hr morning recall scores (completers only) 15 weeks [within trial] %,Moderate pain relief: ≥30% relief of PED 24-hr morning recall scores (completers only) 15 weeks [within trial] N,Number of Responders: 30% Improvement in Brief Pain Inventory Average Pain - BOCF Endpoint %,Number of Responders: 30% Improvement in Brief Pain Inventory Average Pain - BOCF Endpoint N,Number of subjects with ≥ 30% reduction in weekly average pain intensity score Endpoint %,Number of subjects with ≥ 30% reduction in weekly average pain intensity score Endpoint N,Pain - ≥30% decrease from baseline in average 24hr pain score Endpoint %,Pain - ≥30% decrease from baseline in average 24hr pain score Endpoint N,Pain - ≥30% decrease from baseline in average pain score Baseline %,Pain - ≥30% decrease from baseline in average pain score Baseline N,Pain - ≥30% decrease from baseline in average pain score Endpoint %,Pain - ≥30% decrease from baseline in average pain score Endpoint N,Pain - ≥30% decrease from baseline in average pain score (*BOCF*) Endpoint %,Pain - ≥30% decrease from baseline in average pain score (*BOCF*) Endpoint N,Pain - ≥30% decrease from baseline in average pain score (*LOCF*) Endpoint %,Pain - ≥30% decrease from baseline in average pain score (*LOCF*) Endpoint N,Pain - ≥30% decrease from baseline in mean pain score Endpoint %,Pain - ≥30% decrease from baseline in mean pain score Endpoint N,Pain - ≥30% decrease from baseline in worst pain score Baseline %,Pain - ≥30% decrease from baseline in worst pain score Baseline N,Pain - ≥30% decrease in average pain severity in BPI Endpoint %,Pain - ≥30% decrease in average pain severity in BPI Endpoint N,Pain - ≥30% decrease in BPI 24-hour average pain score Baseline %,Pain - ≥30% decrease in BPI 24-hour average pain score Baseline N,Pain - ≥30% decrease in BPI 24-hour average pain score Endpoint %,Pain - ≥30% decrease in BPI 24-hour average pain score Endpoint N,Pain - ≥30% decrease in weekly mean 24-hour pain severity Baseline %,Pain - ≥30% decrease in weekly mean 24-hour pain severity Baseline N,Pain - ≥30% decrease in weekly mean 24-hour pain severity Endpoint %,Pain - ≥30% decrease in weekly mean 24-hour pain severity Endpoint N,Pain - ≥30% decrease in weekly mean 24-hour pain severity (patient diaries) Endpoint %,Pain - ≥30% decrease in weekly mean 24-hour pain severity (patient diaries) Endpoint N,Pain - ≥30% decrease in weekly mean 24-hour pain severity (patient diaries) Post-intervention %,Pain - ≥30% decrease in weekly mean 24-hour pain severity (patient diaries) Post-intervention N,Pain - ≥30% reduction in PVAS (0-100) Endpoint %,Pain - ≥30% reduction in PVAS (0-100) Endpoint N,Pain - ≥30% reduction in VAS (0-10) Endpoint %,Pain - ≥30% reduction in VAS (0-10) Endpoint N,Pain - 30% Reduction of Weekly Mean Score in 24-hour Average Pain Severity Ratings (LOCF) Endpoint %,Pain - 30% Reduction of Weekly Mean Score in 24-hour Average Pain Severity Ratings (LOCF) Endpoint N,Pain - ≥40% decrease from baseline in average pain score Endpoint %,Pain - ≥40% decrease from baseline in average pain score Endpoint N,Pain - <50-≥30% decrease from baseline in average pain score Endpoint %,Pain - <50-≥30% decrease from baseline in average pain score Endpoint N,Pain - Pain responders (patients presenting a 30% improvement on 0-10NRS) Endpoint %,Pain - Pain responders (patients presenting a 30% improvement on 0-10NRS) Endpoint N,Pain - participants with ≥30% decrease from baseline in average 24hr pain score Endpoint (BOCF) %,Pain - participants with ≥30% decrease from baseline in average 24hr pain score Endpoint (BOCF) N,Pain - participants with ≥30% decrease in BPI average pain score Endpoint (LOCF) %,Pain - participants with ≥30% decrease in BPI average pain score Endpoint (LOCF) N,Pain - Participants With Reduction of ≥30% in the BPI 24-hour Average Pain Score Endpoint %,Pain - Participants With Reduction of ≥30% in the BPI 24-hour Average Pain Score Endpoint N,Pain - PED 24-hour recall pain score - ≥30% improvement from baseline Endpoint %,Pain - PED 24-hour recall pain score - ≥30% improvement from baseline Endpoint N,Pain - Proportions of participants reporting ≥moderate global pain relief at MTD  Endpoint %,Pain - Proportions of participants reporting ≥moderate global pain relief at MTD  Endpoint N,Pain response - patients with  ≥30% decrease in mean weekly pain Endpoint %,Pain response - patients with  ≥30% decrease in mean weekly pain Endpoint N,Participants with a ≥30% Reduction in the Weekly Mean of the 24-Hour Average Pain Score (diary based) Endpoint %,Participants with a ≥30% Reduction in the Weekly Mean of the 24-Hour Average Pain Score (diary based) Endpoint N,Participants with a ≥30% Reduction in the Weekly Mean of the 24-Hour Average Pain Score on the 11-Point NRS Endpoint %,Participants with a ≥30% Reduction in the Weekly Mean of the 24-Hour Average Pain Score on the 11-Point NRS Endpoint N,Participants with a ≥30% Reduction on the Differential Description Scale (DDS) Endpoint %,Participants with a ≥30% Reduction on the Differential Description Scale (DDS) Endpoint N,Participants With Reduction of ≥30% in the BPI 24-hour Average Pain Score Post-intervention %,Participants With Reduction of ≥30% in the BPI 24-hour Average Pain Score Post-intervention N,Participants With Reduction of ≥30% in the BPI-modified short form 24-hour Average Pain Score 3 months [Acute phase post-intervention] %,Participants With Reduction of ≥30% in the BPI-modified short form 24-hour Average Pain Score 3 months [Acute phase post-intervention] N,Participants With Reduction of ≥30% in the BPI-modified short form 24-hour Average Pain Score 6 months [Continuation phase post-intervention] %,Participants With Reduction of ≥30% in the BPI-modified short form 24-hour Average Pain Score 6 months [Continuation phase post-intervention] N
Richards 2015,Placebo,"Title: Efficacy of Venlafaxine XR for the Treatment of Pain in Patients With Spinal Cord Injury and Majo Depression: A Randomized, Controlled Trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richards 2015,Venlafaxine 37.5 - 225mg,"Title: Efficacy of Venlafaxine XR for the Treatment of Pain in Patients With Spinal Cord Injury and Majo Depression: A Randomized, Controlled Trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GlaxoSmithKline 2005,Placebo,"Title: Treatment of fibromyalgia: a randomized, double-blind, placebo-controlled study of paroxetine, a selective serotonin re-uptake inhibitor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GlaxoSmithKline 2005,Paroxetine 20mg,"Title: Treatment of fibromyalgia: a randomized, double-blind, placebo-controlled study of paroxetine, a selective serotonin re-uptake inhibitor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atkinson 2007,Benztropine mesylate 0.5 [active placebo],Title: Efficacy of Noradrenergic and Seotonergic Antidepressants in Chronic Back pain: A Preliminary Concentration-Controlled Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atkinson 2007,Desipramine - low,Title: Efficacy of Noradrenergic and Seotonergic Antidepressants in Chronic Back pain: A Preliminary Concentration-Controlled Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atkinson 2007,Desipramine - medium,Title: Efficacy of Noradrenergic and Seotonergic Antidepressants in Chronic Back pain: A Preliminary Concentration-Controlled Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atkinson 2007,Desipramine - high,Title: Efficacy of Noradrenergic and Seotonergic Antidepressants in Chronic Back pain: A Preliminary Concentration-Controlled Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atkinson 2007,Fluoxetine - low,Title: Efficacy of Noradrenergic and Seotonergic Antidepressants in Chronic Back pain: A Preliminary Concentration-Controlled Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atkinson 2007,Fluoxetine - medium,Title: Efficacy of Noradrenergic and Seotonergic Antidepressants in Chronic Back pain: A Preliminary Concentration-Controlled Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atkinson 2007,Fluoxetine - high,Title: Efficacy of Noradrenergic and Seotonergic Antidepressants in Chronic Back pain: A Preliminary Concentration-Controlled Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riesner 2008,Placebo,"Reviewer 1: extracted and appraised in German, reviewer 2: extracted and appraised in English, these will be compared. Title: An additive therapy for chronic pain in advanced gon-/coxarthrosis with the selective serotonin reuptake inhibitor Fluvoxamine (Fevarin)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riesner 2008,Fluvoxamine - 50-150mg,"Reviewer 1: extracted and appraised in German, reviewer 2: extracted and appraised in English, these will be compared. Title: An additive therapy for chronic pain in advanced gon-/coxarthrosis with the selective serotonin reuptake inhibitor Fluvoxamine (Fevarin)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalez-Viejo 2005,Physical Therapy,Title: A comparative study of fibromyalgia treatment: ultrasonography and physiotherapy versus sertraline treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalez-Viejo 2005,Sertraline - 50mg,Title: A comparative study of fibromyalgia treatment: ultrasonography and physiotherapy versus sertraline treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watson 1998,Amitriptyline - ≥10mg,Title: Nortriptyline versus amitriptyline in postherpetic neuralgia: A randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watson 1998,Nortriptyline - ≥10mg,Title: Nortriptyline versus amitriptyline in postherpetic neuralgia: A randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scudds 1989,Placebo,Title: Improvements in Pain Responsiveness in Patients with Fibrositis After Successful Treatment with Amitriptyline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scudds 1989,Amitriptyline,Title: Improvements in Pain Responsiveness in Patients with Fibrositis After Successful Treatment with Amitriptyline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graff-Radford 2000,Amitriptyline (Group 1),Title: Amitriptyline and Fluphenazine in the Treatment of Postherpetic Neuralgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graff-Radford 2000,Amitriptyline + Fluphenazine (Group 2),Title: Amitriptyline and Fluphenazine in the Treatment of Postherpetic Neuralgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graff-Radford 2000,Fluphenazine (Group 3),Title: Amitriptyline and Fluphenazine in the Treatment of Postherpetic Neuralgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graff-Radford 2000,Glycopyrrolate (Active Placebo; Group 4),Title: Amitriptyline and Fluphenazine in the Treatment of Postherpetic Neuralgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zitman 1990,Riboflavin - 15mg,Title: Low dose amitriptyline in chronic pain: the gain is modest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zitman 1990,Amitriptyline - 75mg + Riboflavin - 15mg,Title: Low dose amitriptyline in chronic pain: the gain is modest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozerbil 2006,Amitriptyline - 25mg + Placebo,Title: Comparison of the effects of two antidepressants on exercise performance of the female patients with fibromyalgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozerbil 2006,Fluoxetine - 20mg + Placebo,Title: Comparison of the effects of two antidepressants on exercise performance of the female patients with fibromyalgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pickering 2018,Placebo,Title: Milnacipran poorly modulates pain in patients suffering from fibromyalgia: a randomized double-blind controlled study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,6,,,,,,,,,,,,,,,,,,,,,,,,
Pickering 2018,Milnacipran - 100mg,Title: Milnacipran poorly modulates pain in patients suffering from fibromyalgia: a randomized double-blind controlled study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,7,,,,,,,,,,,,,,,,,,,,,,,,
Goldenberg 1996,Placebo,"Title: A randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldenberg 1996,Amitriptyline - 25mg + Placebo,"Title: A randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldenberg 1996,Fluoxetine - 20mg + Placebo,"Title: A randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldenberg 1996,Amitriptyline - 25mg + Fluoxetine - 20mg,"Title: A randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcoff 1982,Placebo,Title: Controlled Trial of Imipramine for Chronic Low Back Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcoff 1982,Imipramine - 150mg,Title: Controlled Trial of Imipramine for Chronic Low Back Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caruso 1987,Placebo,Title: Double-blind Study of Dothiepin versus Placebo in the Treatment of Primary Fibromyalgia Syndrome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caruso 1987,Dothiepin - 75mg,Title: Double-blind Study of Dothiepin versus Placebo in the Treatment of Primary Fibromyalgia Syndrome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max 1992,Desipramine 12.5 - 150mg,"Title: Effects of desipramine, amitriptyline, and fluoxetine on pain in diabetic neuropathy (Study 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max 1992,Amitriptyline 12.5 - 150mg,"Title: Effects of desipramine, amitriptyline, and fluoxetine on pain in diabetic neuropathy (Study 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tammiala-Salonen 1999,Placebo,"Title: Trazodone in Burning Mouth Pain: A Placebo-Controlled, Double-Blind Study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tammiala-Salonen 1999,Trazodone 200mg,"Title: Trazodone in Burning Mouth Pain: A Placebo-Controlled, Double-Blind Study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldenberg 1986,Amitriptyline + naproxen (A+N),"A randomized, controlled trial of amitriptyline and naproxen in the treatment of patients with fibromyalgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldenberg 1986,Placebo + naproxen (N),"A randomized, controlled trial of amitriptyline and naproxen in the treatment of patients with fibromyalgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
